,submission_id,user_id,location_name,submission_timestamp,questions_134999_where_are_you_eating_at_the_moment,questions_135005_who_are_you_with,questions_134999_where_are_you_eating_at_the_moment,questions_135000_which_of_the_following_best_describes_where_you_got_your_food_from_today,questions_135004_what_else_if_anything_are_you_doing_while_eating_your_food_for_example_are_you_also_watching_tv_checking_social_media_cooking_etc_coded,questions_135022_who_prepared_the_food,level2dish_coded,questions_135019_what_are_the_main_reasons_that_you_chose_this_food_right_now_if_you_are_having_more_than_one_item_please_write_about_the_main_item_you_are_having_please_be_as_detailed_as_you_can_coded,questions_135020_what_other_food_if_any_did_you_consider_having_instead_coded,questions_223649_149206_210007_finally_which_best_describes_the_food_you_are_having_today
720,1870,1353423584.0,South Africa,2019-04-03 20:30:10.145597,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Watching TV""]",It was premade / ready to eat,"[""Biscuits""]","[""I wanted a snack""]","[""Nothing""]",Treat
721,1874,3433396796.0,South Africa,2019-04-27 10:52:25.537525,At my home,"[""My spouse/partner""]",At my home,,"[""Watching TV""]",I made it myself with some ready made ingredients,"[""Chicken"", ""Potato crisps"", ""Mixed salad""]","[""Easy to prepare"", ""I like the taste"", ""It's my favourite""]","[""Nothing""]",Lunch
722,1877,649028352.0,South Africa,2019-01-26 11:46:07.249615,Cafe / restaurant / bar / hotel,"[""My spouse/partner""]",Cafe / restaurant / bar / hotel,,"[""Watching TV""]",,"[""Cereal""]","[""I like the taste"", ""It's a healthy choice""]","[""Rice / pasta / grains / pulses""]",Snack
723,1880,6645324678.0,South Africa,2019-06-25 16:14:07.496707,At my home,"[""Alone""]",At my home,,"[""Watching TV""]",I prepared it myself from scratch,"[""Bread/ roll/ baguette""]","[""I was hungry""]","[""Nothing""]",Snack
724,1881,6118316828.0,South Africa,2019-05-24 05:52:08.734981,At my home,"[""Alone""]",At my home,,"[""Watching TV""]",I prepared it myself from scratch,"[""Vegetable curry""]","[""I like the taste""]","[""Nothing""]",Breakfast
725,1885,957555984.0,South Africa,2019-05-04 02:13:02.392783,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Reading""]",It was premade / ready to eat,"[""Apples and pears""]","[""Easy to prepare""]","[""Biscuits / cookies""]",Snack
726,1886,1212881472.0,South Africa,2019-02-05 09:08:46.389494,At my home,"[""Alone""]",At my home,Deli / Sandwich Store / Bakery,"[""Browsing social media""]",,"[""Bread/ roll/ baguette""]","[""I like the taste""]","[""Nothing""]",Breakfast
727,1889,6132988068.0,South Africa,2019-06-10 10:39:39.960721,Cafe / restaurant / bar / hotel,"[""My spouse/partner""]",Cafe / restaurant / bar / hotel,,"[""Nothing""]",Leftovers,"[""Sandwich/ bagel""]","[""I was hungry""]","[""Breads""]",Dinner
728,1891,315339210.0,South Africa,2019-01-31 16:15:13.673571,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Reading""]",It was premade / ready to eat,"[""Crackers/ wafers""]","[""I like the taste""]","[""Biscuits / cookies""]",Snack
729,1895,313812.0,South Africa,2019-05-24 14:14:25.399971,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Nothing""]",It was premade / ready to eat,"[""Crackers/ wafers""]","[""It's my habit / routine""]","[""Sweet pastry / baked goods"", ""Confectionery""]",Snack
730,1898,5886331443.0,South Africa,2019-05-22 16:10:28.132642,On the go / outdoors,"[""Other family members""]",On the go / outdoors,Supermarket / Hypermarket / Grocery Store ,"[""Household chores""]",It was premade / ready to eat,"[""Hard cheese""]","[""Other""]","[""Breads""]",Dinner
731,1899,3415999392.0,South Africa,2019-01-26 14:31:43.522013,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Browsing social media""]",Someone else prepared it,"[""Tropical and exotic fruit""]","[""It's my favourite""]","[""Carbonated soft drink""]",Breakfast
732,1901,3465095116.0,South Africa,2019-01-24 17:50:22.849095,At my home,"[""Alone""]",At my home,I had it at home / brought it from home,"[""Watching TV""]",I prepared it myself from scratch,"[""Chicken""]","[""It's refreshing"", ""Convenient"", ""I had a craving""]","[""Other Dishes""]",Snack
733,1902,833015622.0,South Africa,2019-05-03 04:24:56.922852,At my home,"[""Alone""]",At my home,,"[""Browsing social media""]",Someone else prepared it,"[""Vegetable curry""]","[""It's my habit / routine""]","[""Coffee""]",Breakfast
734,1905,7100055410.0,South Africa,2019-07-06 04:57:11.914321,At someone else's home,"[""Alone""]",At someone else's home,,"[""Browsing social media""]",Someone else prepared it,"[""Custards/ sweet puddings""]","[""I like the taste""]","[""Ice cream""]",Snack
735,1907,6660428378.0,South Africa,2019-07-17 08:28:41.147111,At my home,"[""Other family members""]",At my home,,"[""Watching TV"", ""Cooking""]",I prepared it together with friends / family,"[""Bread/ roll/ baguette"", ""Plain rice"", ""Vegetable curry""]","[""It was all I had"", ""It's fresh""]","[""Nothing""]",Lunch
736,1909,5160830300.0,South Africa,2019-06-03 22:24:17.031748,At my home,"[""Alone""]",At my home,,"[""Watching TV""]",Someone else prepared it,"[""Plain rice"", ""Chicken""]","[""It was all I had""]","[""Nothing""]",Breakfast
737,1910,3467505591.0,South Africa,2019-06-25 16:00:19.771603,At my home,"[""Other family members""]",At my home,,"[""Watching TV""]",Someone else prepared it,"[""Plain pasta"", ""Chicken"", ""Other vegetable dish"", ""Plain rice"", ""Beans""]","[""It's a healthy choice""]","[""Pizza""]",Breakfast
738,1911,1128025788.0,South Africa,2019-02-05 09:36:37.609712,At my home,"[""My spouse/partner"", ""My children""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Watching TV""]",It was premade / ready to eat,"[""Savoury pastry"", ""Hard cheese"", ""Bread/ roll/ baguette""]","[""It's my favourite""]","[""Nothing""]",Dinner
739,1912,377764560.0,South Africa,2019-05-24 04:53:59.288434,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Watching TV""]",It was premade / ready to eat,"[""Biscuits""]","[""It's my favourite""]","[""Nothing""]",Breakfast
740,1913,3435235202.0,South Africa,2019-04-29 23:05:42.409147,At my home,"[""Alone""]",At my home,Deli / Sandwich Store / Bakery,"[""Watching TV""]",It was premade / ready to eat,"[""Bread/ roll/ baguette""]","[""It's light / not filling""]","[""Nothing""]",Dinner
741,1916,4988825576.0,South Africa,2019-05-29 18:28:47.379481,On the go / outdoors,"[""My spouse/partner""]",On the go / outdoors,,"[""Talking to someone"", ""Checking emails""]",I ordered take out from a restaurant / cafe,"[""Burger""]","[""Quick""]","[""Potatoes""]",Dinner
742,1919,258774308.0,South Africa,2019-05-29 10:51:08.530610,At my home,"[""Alone""]",At my home,,"[""Watching TV""]",Leftovers,"[""Pork"", ""Plain pasta""]","[""It's what I wanted""]",Other dishes,Lunch
743,1921,504251748.0,South Africa,2019-01-24 17:42:33.592288,At my home,"[""Alone""]",At my home,I had it at home / brought it from home,"[""Watching TV""]",I prepared it myself from scratch,"[""Tropical and exotic fruit""]","[""I wanted a snack""]","[""Nothing""]",Snack
744,1922,2049099220.0,South Africa,2019-01-14 15:53:52.531934,At my home,"[""Alone""]",At my home,I had it at home / brought it from home,"[""Watching TV"", ""Playing games""]",I prepared it myself from scratch,"[""Other grains""]","[""It was all I had""]","[""Meat""]",Dinner
745,1926,3333510264.0,South Africa,2019-01-31 16:12:05.179277,At my home,"[""Alone""]",At my home,I had it at home / brought it from home,"[""Watching TV""]",It was premade / ready to eat,"[""Pork"", ""Hard cheese"", ""Croissants/ sweet pastry""]","[""It's what I wanted""]","[""Nothing""]",Breakfast
746,1930,7006730200.0,South Africa,2019-07-03 10:20:47.465660,At my home,"[""Other family members""]",At my home,,"[""Browsing the internet""]",Someone else prepared it,"[""White fish"", ""Mixed vegetables""]","[""I like the taste""]","[""Other dishes""]",Dinner
747,1931,640971360.0,South Africa,2019-01-17 20:22:03.807885,At my home,"[""My spouse/partner""]",At my home,I had it at home / brought it from home,"[""Watching TV""]",I prepared it myself from scratch,"[""Plain yoghurt (sweet)"", ""Cured sausage"", ""Other dishes""]","[""It's light / not filling"", ""It's a healthy choice""]","[""Nothing""]",Dinner
748,1934,551159232.0,South Africa,2019-06-27 20:36:55.294167,At my home,"[""Alone""]",At my home,,"[""Watching TV""]",I ordered take out from a restaurant / cafe,"[""Biscuits""]","[""I wanted to treat myself""]","[""Pizza""]",Treat
749,1935,8087346174.0,South Africa,2019-08-22 18:33:58.690204,Cafe / restaurant / bar / hotel,"[""My spouse/partner""]",Cafe / restaurant / bar / hotel,,"[""Talking to someone""]",I ordered take out from a restaurant / cafe,"[""Chicken""]","[""I like the taste""]","[""Nothing""]",Dinner
750,1937,11027856.0,South Africa,2019-05-25 18:11:27.220410,At my home,"[""My spouse/partner"", ""My children""]",At my home,,"[""Watching TV""]",I prepared it myself from scratch,"[""Mixed salad""]","[""Quick""]","[""Nothing""]",Dinner
751,1938,5882716482.0,South Africa,2019-05-28 16:59:56.293668,At my home,"[""Other family members""]",At my home,,"[""Watching TV""]",I prepared it together with friends / family,"[""Plain pasta"", ""Pork""]","[""I was hungry""]","[""Water"", ""Meat""]",Snack
752,1939,6153201510.0,South Africa,2019-06-08 10:58:21.000235,At my home,"[""Alone""]",At my home,,"[""Watching TV""]",Someone else prepared it,"[""Pork""]","[""I like the taste"", ""It's my favourite""]","[""Curry / stew / soup""]",Dinner
753,1940,7130772560.0,South Africa,2019-08-02 11:21:19.888573,At my home,"[""My children""]",At my home,,"[""Playing with pets""]",I prepared it myself from scratch,"[""Cake""]","[""I like the taste""]","[""Rice / pasta / grains / pulses""]",Breakfast
754,1946,13260104.0,South Africa,2019-06-12 01:09:03.970906,At my home,"[""Alone""]",At my home,,"[""Watching TV""]",I prepared it myself from scratch,"[""Plain noodles""]","[""Energy boost""]","[""Cereals / porridge""]",Breakfast
755,1956,642194670.0,South Africa,2019-04-28 15:53:15.147684,At my home,"[""My spouse/partner"", ""My children""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Watching TV""]",It was premade / ready to eat,"[""Potato crisps""]","[""I like the taste""]","[""Nothing""]",Treat
756,1960,2825804544.0,South Africa,2019-07-16 14:21:23.505666,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Watching TV""]",It was premade / ready to eat,"[""Plain noodles""]","[""I was hungry""]","[""Nothing""]",Snack
757,1961,1487497770.0,South Africa,2019-01-31 14:57:03.592755,At my home,"[""Alone""]",At my home,I had it at home / brought it from home,"[""Talking to someone"", ""Spending time with family""]",I prepared it myself from scratch,"[""Chicken"", ""Other grains"", ""Plain rice"", ""Beans""]","[""It's a healthy choice""]","[""Meat""]",Lunch
758,1963,6443281165.0,South Africa,2019-06-11 05:55:27.555886,At school / work,"[""Colleagues""]",At school / work,,"[""Browsing social media""]",Someone else prepared it,"[""Seafood curry"", ""Plain rice""]","[""I was hungry"", ""I like the taste""]","[""Nothing""]",Lunch
759,1965,4553443164.0,South Africa,2019-05-03 01:02:21.599664,At my home,"[""Alone""]",At my home,,"[""Playing games""]",I prepared it myself from scratch,"[""Bread/ roll/ baguette""]","[""I like the taste""]","[""Nothing""]",Snack
760,1966,6911217135.0,South Africa,2019-07-02 21:08:03.730335,At my home,"[""Alone""]",At my home,,"[""Watching TV""]",I prepared it myself from scratch,"[""Toast with spread""]","[""Easy to prepare"", ""Quick""]","[""Rice / pasta / grains / pulses""]",Snack
761,1971,642250641.0,South Africa,2019-02-06 11:16:39.530866,At my home,"[""Alone""]",At my home,I had it at home / brought it from home,"[""Watching TV""]",I prepared it myself from scratch,"[""Cured sausage"", ""Bread/ roll/ baguette""]","[""Quick"", ""I wanted a snack""]","[""Nothing""]",Snack
762,1973,3697263480.0,South Africa,2019-05-05 02:05:08.770768,At my home,"[""Alone""]",At my home,,"[""Watching TV""]",Someone else prepared it,"[""Plain rice"", ""Other meat""]","[""I like the taste""]","[""Rice / pasta / grains / pulses""]",Dinner
763,1978,6162061827.0,South Africa,2019-06-02 06:14:22.754703,At my home,"[""Alone""]",At my home,,"[""Relaxing / laying down""]",I prepared it myself from scratch,"[""Potato crisps""]","[""Personal dietary requirement""]","[""Fruit""]",Lunch
764,1979,6457845240.0,South Africa,2019-07-19 03:39:39.288935,At my home,"[""My children""]",At my home,Food Truck / Street Market ,"[""Watching TV""]",It was premade / ready to eat,"[""Pork""]","[""It's light / not filling"", ""It's a healthy choice""]","[""Breads""]",Breakfast
765,1980,3015874902.0,South Africa,2019-04-26 22:36:32.698036,At my home,"[""My spouse/partner""]",At my home,,"[""Watching TV"", ""Browsing social media""]",I prepared it myself from scratch,"[""Plain yoghurt (sweet)""]","[""Personal dietary requirement""]","[""Meat""]",Snack
766,1983,629760846.0,South Africa,2019-04-08 15:19:17.830953,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""On my phone""]",It was premade / ready to eat,"[""Biscuits""]","[""Quick"", ""I was hungry""]","[""Hot tea""]",Lunch
767,1985,5865652380.0,South Africa,2019-05-24 16:00:13.825397,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Browsing social media""]",It was premade / ready to eat,"[""Cake""]","[""I like the taste""]","[""Carbonated soft drink""]",Snack
768,1986,4843335834.0,South Africa,2019-05-29 04:28:07.897379,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Browsing social media""]",It was premade / ready to eat,"[""Cereal/ muesli bar""]","[""It's my favourite""]","[""Sweet pastry / baked goods""]",Breakfast
769,1988,27408213994.0,South Africa,2019-02-24 04:15:54.015043,At school / work,"[""Alone""]",At school / work,I had it at home / brought it from home,"[""Listening to music"", ""Nothing""]",Someone else prepared it,"[""Bread/ roll/ baguette"", ""Savoury snacks"", ""Other potatoes/ sweet potatoes""]","[""I was hungry"", ""It was all I had""]","[""Meat"", ""Breads""]",Dinner
770,1991,1641311580.0,South Africa,2019-08-23 16:47:14.242861,At my home,"[""Alone""]",At my home,,"[""Browsing social media""]",I prepared it myself from scratch,"[""Salad vegetables""]","[""I was hungry""]","[""Nothing""]",Dinner
771,1994,26521615766.0,South Africa,2019-02-22 08:28:38.083018,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Browsing social media""]",Someone else prepared it,"[""Instant noodles"", ""Bread/ roll/ baguette"", ""Other vegetable dish"", ""Vegetable curry""]","[""I like the taste"", ""It's a healthy choice""]","[""Rice / pasta / grains / pulses"", ""Rice / pasta / grains / pulses"", ""Vegetables""]",Breakfast
772,1995,0.0,South Africa,2019-05-24 15:34:25.460133,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Listening to radio""]",It was premade / ready to eat,"[""Ice cream""]","[""It's refreshing"", ""I like the taste""]","[""Sweet pastry / baked goods""]",Treat
773,1997,3116259594.0,South Africa,2019-02-20 16:57:18.415675,At my home,"[""Alone""]",At my home,Other,"[""Listening to music""]",,"[""Meat soup""]","[""I like the taste""]","[""Nothing""]",Treat
774,1998,742337997.0,South Africa,2019-04-11 14:21:51.314789,At my home,"[""My spouse/partner""]",At my home,I had it at home / brought it from home,"[""Nothing""]",I prepared it myself from scratch,"[""Green salad ""]","[""It's a healthy choice""]","[""Nothing""]",Dinner
775,2000,5357855254.0,South Africa,2019-05-28 14:38:05.534541,At my home,"[""My spouse/partner""]",At my home,,"[""Watching TV""]",I prepared it myself from scratch,"[""Vegetable curry"", ""White fish""]","[""It's a healthy choice""]","[""Nothing""]",Dinner
776,2001,4672206675.0,South Africa,2019-04-27 09:20:07.121543,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Browsing the internet"", ""Nothing""]",It was premade / ready to eat,"[""Plain yoghurt (sweet)""]","[""It's light / not filling""]","[""Rice / pasta / grains / pulses"", ""Rice / pasta / grains / pulses""]",Breakfast
777,2003,3123236608.0,South Africa,2019-05-23 18:08:40.954095,At my home,"[""Alone""]",At my home,,"[""Nothing""]",I prepared it myself from scratch,"[""Chicken"", ""Other potatoes/ sweet potatoes""]","[""It's what I wanted""]","[""Fish / seafood""]",Dinner
778,2007,6203732370.0,South Africa,2019-05-28 16:42:16.115916,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Browsing social media""]",It was premade / ready to eat,"[""Chocolate sweets/ snacks""]","[""I wanted to treat myself""]","[""Nothing""]",Treat
779,2011,2737561246.0,South Africa,2019-03-28 15:57:15.952719,At my home,"[""Alone""]",At my home,I had it at home / brought it from home,"[""Browsing the internet""]",I prepared it myself from scratch,"[""Green salad "", ""Salad vegetables"", ""Chicken""]","[""I like the taste""]","[""Nothing""]",Dinner
780,2012,0.0,South Africa,2019-01-31 14:30:37.461297,At my home,"[""Other family members""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Working / studying""]",It was premade / ready to eat,"[""Soft cheese/ cheese spread""]","[""I like the taste""]","[""Curry / stew / soup""]",Treat
781,2013,6697148146.0,South Africa,2019-06-24 06:29:23.522135,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Exercising / working out""]",It was premade / ready to eat,"[""Biscuits""]","[""Convenient""]","[""Nothing""]",Breakfast
782,2014,334267941.0,South Africa,2019-02-04 05:54:55.108730,At someone else's home,"[""Alone""]",At someone else's home,Work / school cafeteria,"[""Working / studying""]",I prepared it myself from scratch,"[""Savoury snacks""]","[""I was hungry"", ""I like the taste""]","[""Biscuits / cookies""]",Breakfast
